0.999,0.516,0.414,0.695,0.817,0.935,0.266,0.622,0.877,0.026,0.775,0.298,0.313,0.653,0.806,0.495,0.708,0.365,0.197,0.246,0.447,0.498,0.089,0.457,0.174,0.060,0.405,0.054,0.625,0.703,0.909,0.974,0.486,0.460,0.988,0.540,0.274,0.790,0.403,0.818
0.873,0.468,0.916,0.532,0.422,0.686,0.108,0.101,0.600,0.886,0.180,0.574,0.873,0.600,0.929,0.654,0.806,0.988,0.713,0.267,0.017,0.170,0.559,0.300,0.716,0.317,0.461,0.197,0.273,0.424,0.500,0.537,0.097,0.805,0.925,0.071,0.408,0.797,0.022,0.931
0.130,0.241,0.268,0.364,0.331,0.768,0.075,0.091,0.322,0.353,0.983,0.624,0.672,0.035,0.821,0.176,0.008,0.578,0.891,0.498,0.488,0.804,0.854,0.800,0.213,0.836,0.553,0.363,0.486,0.280,0.445,0.540,0.556,0.820,0.772,0.657,0.742,0.542,0.165,0.859
0.936,0.937,0.566,0.498,0.636,0.640,0.942,0.616,0.774,0.212,0.344,0.620,0.551,0.300,0.295,0.823,0.201,0.480,0.310,0.920,0.320,0.121,0.772,0.214,0.923,0.082,0.341,0.582,0.609,0.731,0.772,0.539,0.116,0.278,0.617,0.365,0.885,0.889,0.015,0.160
0.479,0.527,0.117,0.046,0.319,0.344,0.433,0.167,0.329,0.084,0.378,0.127,0.280,0.920,0.053,0.498,0.455,0.078,0.459,0.027,0.769,0.410,0.505,0.110,0.058,0.609,0.126,0.872,0.731,0.418,0.968,0.032,0.308,0.531,0.662,0.347,0.956,0.240,0.036,0.110
0.094,0.266,0.653,0.451,0.210,0.570,0.186,0.534,0.435,0.417,0.462,0.662,0.453,0.594,0.018,0.804,0.519,0.945,0.264,0.966,0.433,0.288,0.710,0.767,0.267,0.048,0.318,0.163,0.586,0.970,0.972,0.678,0.996,0.730,0.885,0.747,0.298,0.582,0.872,0.390
0.221,0.956,0.689,0.643,0.767,0.351,0.559,0.446,0.303,0.621,0.849,0.182,0.087,0.146,0.872,0.692,0.386,0.209,0.668,0.999,0.769,0.263,0.140,0.507,0.287,0.552,0.604,0.466,0.770,0.075,0.733,0.908,0.513,0.999,0.199,0.161,0.038,0.607,0.189,0.824
0.152,0.591,0.315,0.370,0.964,0.370,0.830,0.282,0.721,0.366,0.218,0.654,0.764,0.764,0.879,0.144,0.841,0.532,0.283,0.629,0.688,0.346,0.345,0.884,0.401,0.895,0.281,0.319,0.762,0.723,0.024,0.811,0.671,0.703,0.390,0.943,0.270,0.705,0.708,0.253
0.292,0.320,0.227,0.325,0.983,0.894,0.891,0.059,0.355,0.990,0.016,0.918,0.753,0.742,0.235,0.822,0.086,0.075,0.235,0.568,0.380,0.968,0.702,0.293,0.305,0.876,0.755,0.542,0.292,0.843,0.536,0.328,0.477,0.914,0.828,0.249,0.010,0.086,0.135,0.460
0.693,0.297,0.287,0.865,0.510,0.057,0.271,0.265,0.623,0.706,0.050,0.250,0.614,0.747,0.255,0.352,0.079,0.094,0.997,0.832,0.783,0.703,0.028,0.543,0.622,0.413,0.054,0.957,0.943,0.221,0.976,0.301,0.741,0.958,0.431,0.987,0.745,0.149,0.990,0.758
0.263,0.439,0.178,0.853,0.198,0.928,0.519,0.810,0.579,0.334,0.048,0.949,0.105,0.646,0.285,0.509,0.823,0.863,0.262,0.352,0.912,0.560,0.204,0.542,0.713,0.975,0.345,0.407,0.710,0.054,0.706,0.360,0.060,0.748,0.863,0.075,0.781,0.800,0.731,0.583
0.903,0.055,0.806,0.072,0.631,0.183,0.890,0.101,0.087,0.175,0.946,0.217,0.986,0.127,0.215,0.657,0.289,0.809,0.947,0.187,0.642,0.919,0.634,0.792,0.757,0.732,0.527,0.682,0.607,0.762,0.300,0.699,0.598,0.560,0.091,0.117,0.132,0.509,0.311,0.547
0.873,0.909,0.038,0.426,0.548,0.559,0.113,0.283,0.486,0.348,0.758,0.130,0.514,0.195,0.115,0.689,0.203,0.702,0.614,0.402,0.771,0.476,0.055,0.704,0.815,0.525,0.739,0.307,0.901,0.228,0.668,0.034,0.060,0.780,0.866,0.662,0.728,0.136,0.183,0.226
